Model number,Label,Number of vertices,Number of faces,Number of edges,Type of faces,Bounding box,Barycenter,Diagonal,Surface,Bounding box volume,Convex hull volume,Compactness,Diameter,Eccentricity,A3,D1,D2,D3,D4
906,furniture,1013,1982,5946,triangles,"[[-0.5028689878, -0.3607449674, -0.08287115], [0.4971310122, 0.3360155595, 0.2844633945]]","[-5.759542687524175e-12, -1.3471956537486056e-11, -8.31136818906809e-12]",1.2729532196545905,1.436925782196483,0.17956921298116016,0.11325655152752226,2.0451443669336116,1.1408920376681349,14.938301225301627,"[0.5356811254098213, 0.4811034842461587, 0.32715036928738794, 0.2593226649510442, 0.194649737560577, 0.2249355962409909, 0.252382155670116, 0.23092967243815618, 0.17666750896908123, 0.2255665516301662, 0.10600050538144874, 0.08044681211984948, 0.04006566721263092, 0.019875094759021637]","[0.0, 0.08436394790651387, 0.5788439662718611, 0.7932486816643308, 0.16905299773174265, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4827353501316943, 0.2171096172702846, 0.5535688788947368, 0.14482060503950828, 0.39322311686606853, 0.15039995833248768, 0.4635714844731999, 0.016010318145071267, 0.0043664504032012545, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.5820377307843511, 0.37419966873449667, 0.3919752924624447, 0.324291186729104, 0.5036426722918621, 0.09298018565388225, 0.009799382311561118, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.7246371521470278, 0.5779291953135753, 0.26911914711168095, 0.2607729295927108, 0.021700165549322307, 0.0005564145012646746, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
907,furniture,1053,1794,5382,triangles,"[[-0.1571216967, -0.4240909974, -0.5241296075], [0.4239351737, 0.41780974, 0.4758703925]]","[4.826797872930507e-11, 5.539028895081227e-13, 1.0470352559416035e-11]",1.4305327463129622,0.5630097610059432,0.14208607439233462,0.13931497575985236,0.08130173098164445,1.0385152873659438,7.236286384514515,"[0.43357935025340083, 0.30676046097956616, 0.3254915802185587, 0.256401386304242, 0.2775890457712991, 0.3767718574794071, 0.4446337812796915, 0.3230350399904941, 0.12344114646024584, 0.070318464028349, 0.04698133186173536, 0.025793672394678238, 0.01750284912496023, 0.042375318934114246]","[0.0, 0.08315655855855723, 0.17875510220447435, 0.4338945432364113, 0.8791286171853532, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.28058372931203307, 0.19092060920130072, 0.11053298427443727, 0.5439047314763101, 0.30403011991570156, 0.11568603715436442, 0.2658975286042407, 0.6145015559313121, 0.15046914409387263, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.45117116061478435, 0.08679288171108863, 0.18067089662308247, 0.35577490287402513, 0.36842692644707015, 0.31630058932612476, 0.6052728077344723, 0.16599454927835028, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.5636520950218962, 0.5548232493455433, 0.16449533523310078, 0.37359957493619494, 0.3108683030252667, 0.3327080791720343, 0.022304452234996715, 0.0009293521764581964, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
908,furniture,922,1392,4176,triangles,"[[-0.500001162, -0.2500094697, -0.0491999546], [0.499998838, 0.2500047218, 0.3255997827]]","[3.930924183866165e-12, 9.465115191001482e-12, -8.442479050147214e-12]",1.1791899909605523,1.294851481926091,0.18732658861569898,0.1696757152644549,0.6667578289128271,1.1341691698014602,11.48963398832504,"[0.3755822651135293, 0.4445484839062362, 0.2657140031407322, 0.1743561548698737, 0.1988376697659861, 0.4251424050251715, 0.47589676517564844, 0.30303338560431814, 0.10658415631600156, 0.05941245688202888, 0.061502342299989694, 0.03493094198591648, 0.03373672174708173, 0.02627284525436453]","[0.002622600460144435, 0.06365766571441492, 0.09584412590709661, 0.03731245200114582, 0.9926542741646686, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.21714560104519928, 0.19653866381671062, 0.2714963979853381, 0.42295738661472976, 0.35959105463712715, 0.12235368979415143, 0.001803107007492758, 0.6254205448846308, 0.3552120804760733, 0.0033486272996294075, 0.0, 0.0, 0.0, 0.0]","[0.3020011185300277, 0.14236816141784947, 0.2953608124937474, 0.3790286685508791, 0.49855417720392436, 0.41621438235404873, 0.4568530552960841, 0.16467958969975124, 0.0010624489658048468, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.49524301817572625, 0.30932043679293814, 0.39661911079247064, 0.5577677441483644, 0.3867095315817129, 0.20243854673405104, 0.010853348659401338, 0.0004718847243217973, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
909,furniture,970,1920,5760,triangles,"[[-0.0616511888, -0.5000389829, -0.3572360226], [0.3783974443, 0.4999610171, 0.357182755]]","[-1.3413680128333285e-11, 4.641097550422853e-12, -2.3546230982963364e-12]",1.305387677772644,2.3488253975867672,0.31371908757566985,0.28552095599806093,1.4054773499262976,1.2299337846234868,15.504885581489857,"[0.4304810151034385, 0.17151090575361272, 0.37794870125506375, 0.09342233111413673, 0.4537656082686641, 0.22830259640050432, 0.49522354244089495, 0.3356388917231295, 0.1098919214017353, 0.05934731672600175, 0.03180334676225931, 0.02896376222991473, 0.01675354874083303, 0.0065310444243925365]","[0.0, 0.0, 0.0, 0.031951846744339985, 0.9926754101036196, 0.11651012687846829, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.350278993424246, 0.24272120585234, 0.08437947499587786, 0.009115066743381866, 0.4859632726614447, 0.16875894999175572, 0.28699438717733766, 0.37840548508953864, 0.5656549990464405, 0.032032948841027704, 0.0, 0.0, 0.0, 0.0]","[0.12533538067350872, 0.24809377221167428, 0.3678066311353434, 0.35421887023989757, 0.2450482395971778, 0.09605141322642725, 0.03373513049903786, 0.7611488818845418, 0.11057626108017966, 0.0007028152187299555, 0.0, 0.0, 0.0, 0.0]","[0.19793209291419622, 0.5714530240823359, 0.37522096141402844, 0.36064927359212445, 0.48208000544132457, 0.351906260898982, 0.0845157893670433, 0.004857229273968006, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
910,furniture,1024,3431,10293,triangles,"[[-0.5042923453, -0.4719450453, -0.3612244701], [0.4957076547, 0.4637208642, 0.0810427582]]","[3.5628483803732584e-12, 1.1650772944245297e-11, 5.664889500980247e-12]",1.439121605504075,4.041603275701433,0.21660323236822093,0.14342422707819566,28.376813957733596,1.0071284709120805,10.415910426543984,"[0.6878822636575018, 0.2670638052350714, 0.2880584165136666, 0.2951595350343679, 0.29454204646735044, 0.21982592985823218, 0.20068378428068948, 0.1821591272701643, 0.1630169816926216, 0.12998134335718503, 0.10157686927437976, 0.10620803352701105, 0.08891835365052088, 0.062366345268768116]","[0.005959780612174317, 0.9927124764788396, 0.11206724719755234, 0.04019930452133265, 0.017645624949771017, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.5273880210092207, 0.27442845694993073, 0.7812810151941906, 0.16745736454699855, 0.08531551348715534, 0.028749647870945125, 0.001866860251360073, 0.0003733720502720146, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.8413163146144286, 0.38360080551262604, 0.34962423118314606, 0.14717314061888728, 0.033448441049747105, 0.004577155091018025, 0.0007041777063104655, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.9990391950891141, 0.03735026021275852, 0.017658432478811336, 0.014554829194656616, 0.0013912704377245294, 0.00021404160580377376, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
911,furniture,999,1972,5916,triangles,"[[-0.5041051999, -0.3146926787, -0.101849458], [0.4958948001, 0.2995632411, 0.4745646656]]","[-1.7345244522611856e-12, 1.6139779942594322e-11, 8.562286924902667e-12]",1.3075028018688526,1.776278354390613,0.19834153462543358,0.1754626827114235,1.6095748107352337,1.0910624980485855,5.09407102086077,"[0.49232840866514527, 0.31493436245104545, 0.23492725039164572, 0.1959724767297657, 0.2669900256364239, 0.42400772870430953, 0.4365931171181477, 0.31942914402741623, 0.10787475783289854, 0.05513598733681481, 0.02846694998368156, 0.02097564735639694, 0.03715686103133172, 0.061728333648825275]","[0.0, 0.0007861294729982397, 0.0014150330513968315, 0.7638033959650897, 0.6171116363036182, 0.18914275120337648, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.340881854473955, 0.18007035815432088, 0.2445875453005214, 0.6617826397944225, 0.14588587839775194, 0.003370300821070177, 0.1995699557619412, 0.5315445866373536, 0.0996646099945038, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.5119743823594894, 0.19256578916917858, 0.39510510526743814, 0.3905019389924777, 0.21839466660090107, 0.17594324428737698, 0.5452194721230926, 0.1276099984002923, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.7401109726484347, 0.5260602914572372, 0.1569427097730981, 0.1411025425184428, 0.28345562455698997, 0.22468026711208466, 0.011254855680939306, 0.0006252697600521836, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
912,furniture,1002,1992,5976,triangles,"[[-0.506546964, -0.2920010081, -0.0980169745], [0.493453036, 0.3547626684, 0.4605116207]]","[-2.7338649225098413e-11, -1.3858355434746093e-11, 1.3400252106300357e-11]",1.3153925060208767,1.1392433446907098,0.2055395859095202,0.20553958585587284,0.3094611768593037,1.147354048191136,7.092635011970995,"[0.4153484587227881, 0.2810217757424958, 0.3109360691685138, 0.11563024958903104, 0.2358626981666802, 0.4490020388270583, 0.5122822749205579, 0.3267561281918887, 0.08801705565732212, 0.03998160371362018, 0.02099753288557031, 0.019846983138415774, 0.02933901855244071, 0.03135248060996115]","[0.0, 0.001372979832831413, 0.005903813281175076, 0.007002197147440206, 0.8754119414133089, 0.48328890115665735, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2929903943460357, 0.14807564328359812, 0.16485268661129643, 0.45492533429164544, 0.2523850865818963, 0.02504399221381052, 0.0072943666642166565, 0.4554116254025932, 0.6214800397912591, 0.008996385552533875, 0.0, 0.0, 0.0, 0.0]","[0.40637099655043785, 0.1337626716755885, 0.27876140777192643, 0.2806340851753847, 0.3392221353692924, 0.13242504495883262, 0.4871636502424933, 0.5323754332688422, 0.08453800849897193, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4906341050413679, 0.638535400474128, 0.087934904816593, 0.315712380635315, 0.29438046302482074, 0.35600600278847083, 0.17492172440605291, 0.012088086645946745, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
913,furniture,1004,1986,5958,triangles,"[[-0.2507658607, -0.3419951793, -0.4901357588], [0.7429846519, 0.354568363, 0.5098642412]]","[-4.687472761387376e-12, -2.900748444906964e-14, -2.2228482941142355e-11]",1.5724951032528802,1.9396857275366493,0.4913793160718824,0.42430104596988044,0.358421070349591,1.3074228176566642,2.4892527823969464,"[0.30025092751746674, 0.2070696051844598, 0.3849058543428782, 0.4518989619025564, 0.453726046654184, 0.3127360066535885, 0.3380106790511035, 0.2627956901091012, 0.1327681586182713, 0.07308339006510346, 0.050853858920301157, 0.03319203965456782, 0.02344758764588736, 0.020402446393174716]","[0.0, 0.0, 0.02122589042936854, 0.7098881132488812, 0.6208119405923004, 0.19012592452972849, 0.27212680037651976, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.18672095966830998, 0.1467687781048083, 0.0449462042589394, 0.21862721577805092, 0.3509688172071503, 0.19948346211220636, 0.5363025483489497, 0.5526718449617734, 0.3323799549519099, 0.1581440520221942, 0.047443215606658255, 0.0, 0.0, 0.0]","[0.12007495235700062, 0.3129581887837718, 0.21196605281602554, 0.19200249105495942, 0.2909395544884783, 0.23633334143615037, 0.4227577784696354, 0.5504658573823378, 0.3763718555542171, 0.20403934446971989, 0.017908489226838725, 0.0, 0.0, 0.0]","[0.18550744781255907, 0.4596154677146986, 0.5058538912739484, 0.2508503697286246, 0.3588323169628008, 0.3159164148569103, 0.3361284203648458, 0.3029032058312532, 0.046792177134809675, 0.006368166118938595, 0.0, 0.0, 0.0, 0.0]"
914,furniture,1049,1902,5706,triangles,"[[-0.4736773345, -0.1952806286, -0.0632242172], [0.5263226655, 0.2022263389, 0.2467197581]]","[-2.9357993664113184e-12, 5.850478055838057e-12, 2.672457374055826e-12]",1.1198558197535131,1.384188744643301,0.10063797389280787,0.09325117992197698,2.696651942865049,1.0575218567859648,23.93898616794599,"[0.46877267849323184, 0.5053810014993214, 0.23950529966695897, 0.20351745671182006, 0.20506865683919673, 0.3325773073095596, 0.3791133111308599, 0.28386962330993193, 0.15543025276314307, 0.09090032746427329, 0.08469552695476658, 0.0788009664707352, 0.05305104435628236, 0.02171680178327348]","[0.0, 0.13789774722167455, 0.17299000547521898, 0.8382601408170611, 0.4983759681547975, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2717243796831508, 0.3797076986287297, 0.5121638725689842, 0.18720472583555975, 0.0789691094158089, 0.22504934696134676, 0.2124344732527511, 0.6173719192986722, 0.03834921607413084, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.17316919882237186, 0.4000721405797533, 0.45307315065655823, 0.45038646350980777, 0.4247408134726441, 0.4643083878156966, 0.07644846153935457, 0.0002442442860682255, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2760707493651222, 0.6091825873858322, 0.6296849003901538, 0.36843265448360063, 0.14290721143606328, 0.0036538775651266176, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
915,furniture,1005,1988,5964,triangles,"[[-0.4736998234, -0.1825076644, -0.2729125278], [0.5263001766, 0.5892493614, 0.2705978135]]","[-2.0519581283540496e-11, 1.9041749400823366e-11, 1.402099810990234e-11]",1.3751408647741161,1.0807572461519304,0.22762784570911557,0.1964624036395909,0.2891832859860369,1.0982067191736538,4.091215440911976,"[0.4474438241071658, 0.3037663608644496, 0.317081298190822, 0.25577065654845604, 0.34371117284356684, 0.3864428321700643, 0.40533146419119725, 0.2938575702959864, 0.10435195067412795, 0.07029048309503574, 0.05449834812654753, 0.02817812317906719, 0.033751817873827736, 0.05202115048443173]","[0.0, 0.0009236070398372, 0.005849511252302267, 0.8868166927503516, 0.37298330958758924, 0.27277194576525304, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2598296524149332, 0.22244787871389926, 0.4980726467771567, 0.44173673429813365, 0.21191780161501644, 0.0845038687185345, 0.5183430451925061, 0.3406479941488587, 0.05501965284166266, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.45587051791816224, 0.2815913012546866, 0.3647513054263923, 0.35898774078082857, 0.32440635290744596, 0.42348477371928017, 0.37545506833958214, 0.1594586218605974, 0.0005489109186251201, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.5364077737261602, 0.7022065401506098, 0.16709914890620992, 0.18313719951458804, 0.2884681805371795, 0.2724301299288014, 0.01668824184925832, 0.0008669216545069256, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
916,furniture,1007,1988,5964,triangles,"[[-0.4347937578, -0.4372255414, -0.2766627536], [0.4804825872, 0.5627744586, 0.5577112097]]","[-6.170477054395483e-13, -7.473603164478755e-12, 1.4034552267025947e-11]",1.5918262148706777,1.2363256509277816,0.21035264868587897,0.20946962006881825,0.3808063453656004,1.0154786578727,2.2389100419946746,"[0.33467832174359946, 0.19616031687432411, 0.21233545544716945, 0.5761290266218905, 0.38673285860530165, 0.26821320688063505, 0.3723222806040395, 0.302622138026506, 0.11352006343851441, 0.06499464771997845, 0.043525827432383764, 0.027350688859538445, 0.029703436288315947, 0.012646017429679066]","[0.0, 0.0, 0.08110810463440876, 0.8723786758642513, 0.48205489444662764, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2081881506774807, 0.18135501125682763, 0.12722609208068264, 0.0976171106509965, 0.722412882850858, 0.3381900847671964, 0.49039875492917673, 0.14596302564165592, 0.001850561339355384, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1541155288826848, 0.32791640263105704, 0.29139490755129477, 0.27455875733721996, 0.31574257093780295, 0.4431792771735692, 0.621383451747161, 0.16188605975071932, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.24320939984216514, 0.6228296606736484, 0.4640881961060077, 0.265782727372426, 0.3436971159446166, 0.3689404069461986, 0.1123811897474276, 0.0063108227503955025, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
917,furniture,1002,1984,5952,triangles,"[[-0.4990172058, -0.3832898667, -0.06759514], [0.5009827942, 0.3810424592, 0.3561918217]]","[-9.306648100465997e-12, -6.0779226558701594e-12, -1.0243411298347135e-11]",1.3280810567591954,1.3321313216791217,0.19563748239206027,0.18032311385279337,0.6428149213935949,1.0956759267634448,7.771260681297978,"[0.417399678197703, 0.2196235221370834, 0.38261637168122775, 0.08192762278673922, 0.40446373775769157, 0.29120239257181346, 0.49903983564133086, 0.3389216395283002, 0.08279001881607333, 0.04082007872181393, 0.029608930340470668, 0.02730920759557974, 0.04082007872181393, 0.018110316616016038]","[0.0, 0.0, 0.0045396019992004905, 0.7159803528114024, 0.6981056699395505, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.32752913062430283, 0.12808816984324098, 0.23065780681635853, 0.09340278535957805, 0.5502588495586813, 0.03270336251316791, 0.48732965199546424, 0.5088841409245977, 0.11867356548338961, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.35960510887923686, 0.250089007538742, 0.2901359401184752, 0.377857792435986, 0.31056804857752274, 0.18443383235700253, 0.47783890982892535, 0.4715730632348174, 0.0021794249022984054, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.37623781569981996, 0.7207181604378732, 0.12306019997684614, 0.28934584654054146, 0.254280305686924, 0.4183605723227189, 0.021392185300634546, 0.0019848419351104216, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
918,furniture,1005,1984,5952,triangles,"[[-0.5007768637, -0.2436745603, -0.0411726669], [0.4992231363, 0.2427244374, 0.3282224582]]","[-4.134841872718022e-12, 4.674121761644533e-12, -1.3785986092337948e-12]",1.1717665054997985,1.4773519962052142,0.1773602859691898,0.14030029506824193,1.4483796281252586,1.1092769716325437,11.704706423350771,"[0.3961753641989469, 0.4636765807105509, 0.3198422128166657, 0.26117293117573886, 0.24256278269824055, 0.36778700211462745, 0.38450459311983776, 0.2684277348195094, 0.14383436789388518, 0.10062097227664335, 0.0835879550260517, 0.06182354409474012, 0.0372202969549966, 0.02302611591283688]","[0.00831512804381476, 0.09786266082335834, 0.20020269828569387, 0.8858809492833418, 0.4068016489127837, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2159017090846099, 0.27421686920168414, 0.4195979195400647, 0.39166088934444304, 0.19176194512916983, 0.2074934766956364, 0.3946444556760143, 0.5562995041866016, 0.060756259842905294, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.15111409475090876, 0.3075083824964416, 0.4080834871559483, 0.39174003264877844, 0.43473588989071754, 0.5614605217616959, 0.24087737565951844, 0.0188578321236575, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.25435232831686355, 0.610796116578308, 0.5505490103878364, 0.40201250858005566, 0.30517897790300685, 0.06616227661644514, 0.0017526430891773544, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
919,furniture,1005,1984,5952,triangles,"[[-0.2021768007, -0.4101105197, -0.3742547226], [0.7978231993, 0.5064703554, 0.3752118669]]","[-6.6064103936701096e-12, 9.596578560216036e-12, 1.3849855305260907e-11]",1.549780845595868,2.576391127751849,0.5082848670535034,0.47764047725541037,0.6627973510856988,1.3552508872311788,1.3302965268690758,"[0.2728091897486975, 0.2872159671848647, 0.3298232451343804, 0.5241614769328907, 0.4165704369308763, 0.2838441682104426, 0.30836634256987605, 0.27771362462058424, 0.14069597538724962, 0.08981246359142514, 0.05670752820618993, 0.034944098462192714, 0.02544175589791224, 0.01716552205160344]","[0.0033041993215922713, 0.014086323423630209, 0.239815308656618, 0.90048126774762, 0.2973779389433044, 0.10556047306350046, 0.0, 0.17842676336598265, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.11937307833913503, 0.22663992467689553, 0.1818750202997199, 0.20017513844133258, 0.2539493317497637, 0.608690083417948, 0.46425992023875867, 0.3705070072978814, 0.2446585025394065, 0.1114899505242865, 0.03378483349220803, 0.0, 0.0, 0.0]","[0.07730608330259524, 0.24054085150692134, 0.25927271015331943, 0.35768930081931566, 0.34222808415879663, 0.3740425107487108, 0.4370767017492885, 0.4254807892538992, 0.3000070694319946, 0.14747622045418168, 0.012190574674640018, 0.0, 0.0, 0.0]","[0.1428027376277858, 0.4102185105619474, 0.5283158316039376, 0.4482268437708638, 0.3589072607299103, 0.2972794633125959, 0.2655153562737158, 0.2014441660072568, 0.05456910696422994, 0.007601666641783274, 0.0, 0.0, 0.0, 0.0]"
